timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-07-02T12:06:08,advanced-alchemy,ae5b2d03-712d-427b-a273-22ae560af01b,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,5.387664999999288,2.6502744116919686e-06,4.919152196159782e-07,9.70349618225,0.0,20.0,8.380328818396574e-06,0.0,1.8567595000003068e-05,2.6947923818399645e-05,0.0,Brazil,BRA,ceará,,,Windows-10-10.0.19045-SP0,3.14.6,3.2.8,12,AMD Ryzen 5 5600 6-Core Processor,0,,-38.6832,-5.9708,31.926849365234375,machine,0.0,0,56.833333333333336,18.15029525756836,N,1.0,0.0
