timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-07-04T16:35:38,advanced_alchemy_after_refactor,fd65f60b-ca59-457b-952a-f39bf44e5ea3,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,10.652870176999386,4.111858832963761e-06,3.859860079625936e-07,4.827445582080001,0.0,10.0,1.3612382828849985e-05,0.0,2.8196894766665538e-05,4.180927759551552e-05,0.0,Brazil,BRA,ceará,,,Linux-7.0.14-201.fc44.x86_64-x86_64-with-glibc2.43,3.14.6,3.2.8,12,12th Gen Intel(R) Core(TM) i5-12450HX,0,,-38.6832,-5.9708,7.471595764160156,machine,0.0,0,55.31111111111111,4.133184221055773,N,1.0,0.0
